"発行通番","JIS地区コード","お問合せ番号","伝票番号","出荷日","荷送人コード","荷送人ｶﾅ","荷送人名1","荷送人名2","荷送人郵便番号","荷送人住所1","荷送人住所2","荷送人住所3","荷送人TEL","支払人コード","荷受人コード","荷受人ｶﾅ","荷受人名1","荷受人名2","荷受人郵便番号","荷受人住所1","荷受人住所2","荷受人住所3","荷受人TEL","所属店名","所属店電話番号","路線着地コード","路線着店名","路線仕分番号","配送指定日","記事1","記事2","記事3","記事4","記事5","記事6","記事7","記事8","個数","パレット数","重量","容積","保険料","荷札印刷枚数","送り状印刷時間","荷札印刷時間","貨物受領書印刷時間","出荷一覧印刷時間","着店コード","荷受人郵便番号整合性チェックフラグ"
" ","27113","3205798411","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","（株）ダイエーＡＦＳ千船店","","5550001","大阪府大阪市西淀川区佃２丁目２－","３３阪神千船駅高架下１階","","06-6478-5891","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28109","3205798422","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","（株）ダイエーＤ鈴蘭台店","","6511113","兵庫県神戸市北区鈴蘭台南町６－１","－４３","","078-593-1188","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","26107","3205798433","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","一冨士フードサービス　　相鉄イン","相鉄フレッサイン京都駅八条口","6018003","京都府京都市南区東九条西山王町１","１番地　相鉄フレッサイン京都駅八","条口様気付","08083345908","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28202","3205798444","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","一冨士フードサービス　　　三菱Ｕ","ＦＪ銀行尼崎支店　（１２６５）","6600893","兵庫県尼崎市西難波町４－６－２５","三菱ＵＦＪ銀行尼崎支店様気付","食堂","08024040347","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","25209","3205798455","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","一富士フードサービス　　甲賀市西","部学校給食センター","5280044","滋賀県甲賀市水口町山上９２７","甲賀市西部学校給食センター様気付","","08024865182","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27122","3205798466","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","イフスコヘルスケア（株）　有料老","人ホームつむぎ苑","5570063","大阪府大阪市西成区南津守７－１４","－３３　　有料老人ホームつむぎ苑","様気付","08015246950","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","25209","3205798470","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","イフスコヘルスケア　　障害者支援","施設るりこう園　（３２６８）","5280224","滋賀県甲賀市土山町野上野４９７","障害者支援施設るりこう園様気付","","0748-66-0069","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13113","3205798481","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ア－ル・ティー・コーポレーショ","ン鼎泰豊渋谷スクランブルスクエア","1506113","東京都渋谷区渋谷２－２４－１２渋","谷スクランブルスクエア１３階","","03-3498-7110","","","","","","06/22","","","","","","","","","1","","20","","","","","","","","",""
" ","14103","3205798492","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ア－ル・ティー・コーポレーショ","ン　鼎泰豊　横浜ランドマークプラ","2208101","神奈川県横浜市西区みなとみらい２","－２－１横浜ランドマークプラザ５","Ｆ","045-225-8767","","","","","","06/24","","","","","","","","","1","","20","","","","","","","","",""
" ","27141","3205798503","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ア－ル・ティー・コーポレーショ","ン　堺　高島屋　　社員食堂　浅田","5900028","大阪府堺市堺区三国ケ丘御幸通５９","堺　高島屋Ｂ１階","","072-238-2088","","","","","","06/22","","","","","","","","","1","","20","","","","","","","","",""
" ","22206","3205798514","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","管理室　渡邉　さつき","","4110033","静岡県三島市文教町２－１２－１","シャリエ三島文教町","","055-988-8866","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14132","3205798525","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","Ｓｔｏｎｅ　Ｂｕｒｇラゾーナ川崎","店","2120013","神奈川県川崎市幸区堀川町７２－１","ラゾーナ川崎プラザ４Ｆ","","044-874-8408","","","","","","06/24","６／２４着","","","","","","","","1","","20","","","","","","","","",""
" ","11326","3205798536","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","毛呂山町学校給食センター内　　東","洋食品","3500439","埼玉県入間郡毛呂山町目白台４－３","－４","","09010491741","","","","",""," ","平日ＰＭ１時～４時着","","","","","","","","1","","20","","","","","","","","",""
" ","28203","3205798540","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","明石市立鳥羽小学校様内給食室","東洋食品","6730018","兵庫県明石市西明石北町２－２－１","","","08079337255","","","","",""," ","平日ＰＭ１時～４時着","","","","","","","","1","","20","","","","","","","","",""
" ","13208","3205798551","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","調布市立布田小学校様内給食室","東洋食品","1820023","東京都調布市染地１－１－８５","","","08034502561","","","","",""," ","平日ＰＭ１時～４時着","","","","","","","","1","","20","","","","","","","","",""
" ","13208","3205798562","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","調布市立多摩川小学校内給食室","東洋食品","1820025","東京都調布市多摩川３－２１－１","","","09064989541","","","","",""," ","平日ＰＭ１時～４時着","","","","","","","","1","","20","","","","","","","","",""
" ","19212","3205798573","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","上野原町四方津学校給食共同調理場","内　　東洋食品","4090121","山梨県上野原市四方津３３５－１","","","0554-63-4532","","","","",""," ","平日ＰＭ１時～４時着","","","","","","","","1","","20","","","","","","","","",""
" ","28229","3205798584","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","たつの市中央学校給食センター様内","東洋食品","6794025","兵庫県たつの市揖西町小畑４８９－","１５","","0791-72-8076","","","","",""," ","平日ＰＭ１時～４時着","","","","","","","","1","","20","","","","","","","","",""
" ","20207","3205798595","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","須坂市学校給食センター　御内","ジーエスエフ","3820037","長野県須坂市栃倉４１３－１","","","026-214-1093","","","","",""," ","６／２４指定必着","","","","","","","","1","","20","","","","","","","","",""
